Region,Region Name,Org Code,Provider name,Date,Total MRI Scans,Total Prostate MRI
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/2018,1725,86
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/2019,1780,89
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/2020,1635,82
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/2021,2060,103
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/2022,2110,106
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/2023,2225,111
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/2024,2375,119
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/2018,1695,85
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/2019,1725,86
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/2020,1590,80
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/2021,1875,94
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/2022,2040,102
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/2023,2210,111
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/2024,2440,122
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/2018,1670,84
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/2019,1575,79
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/2020,1450,73
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/2021,1880,94
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/2022,1865,93
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/2023,2165,108
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/2024,2280,114
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/04/2016,1105,55
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/05/2016,1135,57
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/06/2016,1200,60
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/07/2016,1145,57
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/08/2016,1205,60
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/09/2016,1180,59
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/10/2016,1175,59
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/11/2016,1230,62
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/12/2016,1165,58
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/01/2017,1250,63
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/02/2017,1100,55
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/03/2017,1215,61
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/04/2017,1090,55
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/05/2017,1160,58
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/06/2017,1140,57
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/07/2017,1250,63
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/08/2017,1225,61
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/09/2017,1065,53
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/10/2017,1165,58
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/11/2017,1235,62
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/12/2017,1105,55
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/01/2018,1270,64
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/02/2018,1050,53
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/03/2018,1150,58
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust, 01/04/2018,1195,60
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/01/2019,1450,73
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/01/2020,1705,85
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/02/2019,1355,68
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/02/2020,1565,78
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/03/2019,1440,72
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/03/2020,1280,64
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/04/2019,1375,69
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/05/2018,1115,56
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/05/2019,1360,68
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/06/2018,1335,67
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/06/2019,1255,63
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/07/2018,1270,64
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/07/2019,1655,83
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/08/2018,1240,62
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/08/2019,1430,72
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/09/2018,1255,63
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/09/2019,1515,76
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/10/2018,1395,70
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/10/2019,1610,81
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/11/2018,1370,69
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/11/2019,1470,74
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/12/2018,1240,62
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/12/2019,1495,75
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/04/2016,2295,115
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/05/2016,2480,124
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/06/2016,2375,119
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/2016,2430,122
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/08/2016,2440,122
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/09/2016,2385,119
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/10/2016,2490,125
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/11/2016,2485,124
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/12/2016,2205,110
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/01/2017,2320,116
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/02/2017,2315,116
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/03/2017,2420,121
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/04/2017,2310,116
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/05/2017,2395,120
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/06/2017,2270,114
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/2017,2385,119
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/08/2017,2385,119
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/09/2017,2280,114
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/10/2017,2525,126
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/11/2017,2560,128
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/12/2017,2365,118
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/01/2018,2470,124
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/02/2018,2275,114
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/03/2018,2400,120
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust, 01/04/2018,2535,127
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/01/2019,2700,135
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/01/2020,2765,138
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/01/2021,2115,106
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/01/2022,2325,116
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/01/2023,3230,162
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/02/2019,2375,119
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/02/2020,2655,133
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/02/2021,1980,99
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/02/2022,2370,119
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/02/2023,2990,150
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/03/2019,2800,140
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/03/2020,2275,114
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/03/2021,2380,119
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/03/2022,2510,126
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/03/2023,3080,154
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/04/2019,2755,138
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/04/2020,660,33
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/04/2021,2285,114
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/04/2022,2355,118
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/05/2018,2615,131
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/05/2019,2845,142
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/05/2020,920,46
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/05/2021,2345,117
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/05/2022,2595,130
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/06/2018,2420,121
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/06/2019,2765,138
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/06/2020,1285,64
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/06/2021,2420,121
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/06/2022,2595,130
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/2018,2505,125
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/2019,2950,148
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/2020,1710,86
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/2021,2200,110
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/2022,2915,146
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/08/2018,2555,128
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/08/2019,2720,136
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/08/2020,1730,87
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/08/2021,2230,112
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/08/2022,3070,154
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/09/2018,2495,125
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/09/2019,2745,137
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/09/2020,1785,89
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/09/2021,2155,108
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/09/2022,2860,143
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/10/2018,2890,145
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/10/2019,2895,145
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/10/2020,2010,101
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/10/2021,2645,132
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/10/2022,2915,146
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/11/2018,2615,131
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/11/2019,2755,138
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/11/2020,2055,103
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/11/2021,2955,148
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/11/2022,2890,145
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/12/2018,2685,134
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/12/2019,2650,133
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/12/2020,1960,98
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/12/2021,2125,106
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/12/2022,3045,152
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/01/2024,2965,148
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/01/2025,3075,154
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/02/2024,2775,139
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/02/2025,3055,153
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/03/2024,3055,153
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/03/2025,3155,158
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/04/2023,3005,150
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/04/2024,2980,149
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/05/2023,2960,148
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/05/2024,3415,171
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/06/2023,3035,152
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/06/2024,3145,157
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/07/2023,2985,149
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/07/2024,2980,149
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/08/2023,2725,136
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/08/2024,3035,152
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/09/2023,2745,137
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/09/2024,2895,145
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/10/2023,2735,137
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/10/2024,3060,153
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/11/2023,2650,133
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/11/2024,2920,146
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/12/2023,2700,135
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/12/2024,2825,141
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/04/2016,1200,60
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/05/2016,1330,67
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/06/2016,1340,67
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/07/2016,1440,72
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/08/2016,1370,69
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/09/2016,1300,65
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/10/2016,1420,71
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/11/2016,1330,67
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/12/2016,1120,56
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/01/2017,1215,61
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/02/2017,1200,60
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/03/2017,1355,68
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/04/2017,1195,60
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/05/2017,1155,58
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/06/2017,1230,62
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/07/2017,1255,63
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/08/2017,1255,63
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/09/2017,1225,61
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/10/2017,1265,63
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/11/2017,1255,63
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/12/2017,1195,60
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/01/2018,1235,62
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/02/2018,1255,63
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/03/2018,1325,66
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust, 01/04/2018,1310,66
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/01/2019,1445,72
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/01/2020,1575,79
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/01/2021,1515,76
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/01/2022,1580,79
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/01/2023,1750,88
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/01/2024,2100,105
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/01/2025,2645,132
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/02/2019,1410,71
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/02/2020,1405,70
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/02/2021,1385,69
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/02/2022,1590,80
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/02/2023,1640,82
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/02/2024,2240,112
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/02/2025,2315,116
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/03/2019,1635,82
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/03/2020,1470,74
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/03/2021,1630,82
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/03/2022,1605,80
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/03/2023,1890,95
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/03/2024,2325,116
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/03/2025,2475,124
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/04/2019,1600,80
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/04/2020,680,34
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/04/2021,1545,77
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/04/2022,1460,73
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/04/2023,1630,82
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/04/2024,2095,105
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/05/2018,1310,66
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/05/2019,1625,81
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/05/2020,825,41
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/05/2021,1665,83
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/05/2022,2155,108
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/05/2023,1795,90
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/05/2024,1885,94
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/06/2018,1350,68
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/06/2019,1640,82
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/06/2020,1190,60
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/06/2021,1705,85
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/06/2022,1890,95
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/06/2023,1450,73
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/06/2024,2185,109
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/07/2018,1515,76
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/07/2019,1550,78
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/07/2020,1410,71
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/07/2021,1880,94
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/07/2022,1795,90
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/07/2023,1660,83
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/07/2024,2270,114
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/08/2018,1470,74
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/08/2019,1525,76
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/08/2020,1445,72
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/08/2021,1845,92
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/08/2022,1315,66
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/08/2023,1810,91
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/08/2024,2305,115
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/09/2018,1375,69
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/09/2019,1515,76
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/09/2020,1485,74
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/09/2021,1690,85
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/09/2022,1880,94
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/09/2023,1900,95
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/09/2024,2490,125
Y55,#N/A,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/10/2018,1385,69
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/10/2019,1670,84
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/10/2020,1550,78
Y61,East of England Commissioning Region ,RD8,Milton Keynes University Hospital NHS Foundation Trust,01/10/2021,1815,91
