Region,RegionName,Org Code,Provider name,Date,Median Days Test to Report
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/08/2022,4
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/09/2022,3
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/10/2022,4
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/11/2022,5
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/12/2022,6
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/01/2023,7
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/02/2023,8
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/03/2023,7
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/04/2023,6
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/05/2023,5
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/06/2023,4
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/07/2023,4
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/08/2023,4
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/09/2023,5
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/10/2023,6
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/11/2023,5
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/12/2023,5
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/01/2024,5
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/02/2024,6
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/03/2024,7
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/04/2024,4
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/05/2024,4
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/06/2024,3
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/07/2024,3
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/08/2024,5
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/09/2024,3
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/10/2024,3
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/11/2024,3
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/12/2024,4
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/01/2025,2
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/02/2025,3
Y61,East of England Commissioning Region ,RAJ,Mid and South Essex NHS Foundation Trust,01/03/2025,2
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/04/2020,0
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/05/2020,1
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/06/2020,1
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/07/2020,1
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/08/2020,1
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/09/2020,2
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/2020,2
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/2020,2
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/2020,2
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/01/2021,2
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/02/2021,2
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/03/2021,2
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/04/2021,2
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/05/2021,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/06/2021,2
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/07/2021,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/08/2021,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/09/2021,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/2021,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/2021,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/2021,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/01/2022,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/02/2022,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/03/2022,2
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/04/2022,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/05/2022,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/06/2022,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/07/2022,6
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/08/2022,5
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/09/2022,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/2022,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/2022,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/2022,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/01/2023,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/02/2023,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/03/2023,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/04/2023,5
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/05/2023,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/06/2023,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/07/2023,5
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/08/2023,5
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/09/2023,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/2023,12
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/2023,7
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/2023,7
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/01/2024,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/02/2024,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/03/2024,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/04/2024,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/05/2024,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/06/2024,5
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/07/2024,6
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/09/2024,5
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/2024,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/2024,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/2024,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/01/2025,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/02/2025,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/03/2025,3
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/04/16,5
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/05/16,5
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/06/16,7
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/07/16,5
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/08/16,7
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/09/16,4
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/16,5
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/16,6
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/16,7
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/01/17,5
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/02/17,6
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/03/17,4
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/04/17,5
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/05/17,4
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/06/17,5
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/07/17,6
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/07/17,8
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/08/17,8
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/09/17,4
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/17,3
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/17,3
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/17,3
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/01/18,2
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/02/18,3
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/03/18,4
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust, 01/04/2018,4
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/05/2018,4
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/06/2018,4
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/07/2018,4
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/08/2018,4
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/09/2018,4
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/2018,3
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/2018,4
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/2018,4
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/01/2019,.
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/02/2019,3
Y54,#N/A,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/03/2019,39
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/04/2019,7
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/05/2019,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/06/2019,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/07/2019,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/08/2019,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/09/2019,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/10/2019,4
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/11/2019,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/12/2019,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/01/2020,3
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/02/2020,.
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01/03/2020,2
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/04/16,4
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/05/16,2
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/06/16,5
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/07/16,5
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/08/16,4
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/09/16,4
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/10/16,4
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/11/16,4
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/12/16,3
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/01/17,3
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/02/17,2
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/03/17,4
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/04/17,6
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/05/17,5
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/06/17,5
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/07/17,5
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/07/17,6
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/08/17,6
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/09/17,4
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/10/17,3
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/11/17,3
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/12/17,3
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/01/18,4
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/02/18,3
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/03/18,4
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust, 01/04/2018,3
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/05/2018,3
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/06/2018,4
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/07/2018,5
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/08/2018,4
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/09/2018,4
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/10/2018,8
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/11/2018,4
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/12/2018,3
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/01/2019,3
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/02/2019,4
Y55,#N/A,RQ8,Mid Essex Hospital Services NHS Trust,01/03/2019,3
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/04/2019,3
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/05/2019,3
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/06/2019,2
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/07/2019,3
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/08/2019,4
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/09/2019,2
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/10/2019,2
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/11/2019,2
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/12/2019,3
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/01/2020,3
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/02/2020,2
Y61,East of England Commissioning Region ,RQ8,Mid Essex Hospital Services NHS Trust,01/03/2020,3
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/04/2020,0
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/05/2020,0
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/06/2020,1
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/2020,1
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/08/2020,1
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/09/2020,2
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/10/2020,3
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/11/2020,2
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/12/2020,3
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/01/2021,2
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/02/2021,3
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/03/2021,6
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/04/2021,3
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/05/2021,4
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/06/2021,5
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/2021,3
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/08/2021,4
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/09/2021,3
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/10/2021,7
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/11/2021,8
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/12/2021,8
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/01/2022,4
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/02/2022,5
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/03/2022,3
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/04/2022,4
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/05/2022,4
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/06/2022,5
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/2022,7
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/08/2022,10
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/09/2022,7
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/10/2022,8
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/11/2022,6
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/12/2022,10
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/01/2023,10
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/02/2023,11
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/03/2023,9
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/04/16,6
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/05/16,5
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/06/16,4
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/16,6
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/08/16,6
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/09/16,5
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/10/16,4
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/11/16,3
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/12/16,4
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/01/17,3
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/02/17,5
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/03/17,5
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/04/17,4
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/05/17,3
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/06/17,3
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/17,5
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/17,3
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/08/17,3
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/09/17,4
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/10/17,3
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/11/17,3
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/12/17,3
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/01/18,2
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/02/18,3
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/03/18,3
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust, 01/04/2018,3
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/05/2018,2
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/06/2018,2
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/2018,3
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/08/2018,5
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/09/2018,3
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/10/2018,5
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/11/2018,5
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/12/2018,4
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/01/2019,4
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/02/2019,4
Y54,#N/A,RXF,Mid Yorkshire Hospitals NHS Trust,01/03/2019,5
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/04/2019,6
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/05/2019,8
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/06/2019,5
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/07/2019,4
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/08/2019,6
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/09/2019,4
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/10/2019,3
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/11/2019,3
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/12/2019,3
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/01/2020,4
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/02/2020,4
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,01/03/2020,3
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/04/2023,9
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/05/2023,9
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/06/2023,8
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/07/2023,6
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/08/2023,9.5
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/09/2023,6
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/10/2023,7
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/11/2023,5
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/12/2023,6
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/01/2024,10
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/02/2024,8
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/03/2024,6
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/04/2024,13
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Teaching NHS Trust,01/05/2024,15
