Region,Org Code,Provider name,Modality,Date,Median Days Request to Test
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2020,17
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2020,16
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2020,12
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2020,14
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2021,19
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2021,13
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2021,8
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2021,8
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2021,9
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2021,11
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2021,17
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2021,16
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2021,13
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2021,14
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2021,12
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2021,11
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2022,13
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2022,10
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2022,5
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2022,8
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2022,7
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2022,9
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2022,8
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2022,8
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2022,11
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2022,12
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2022,13
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2022,14
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2023,12
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2023,14
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2023,15
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2023,17
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2023,15
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2023,14
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2023,15
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2023,16
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2023,15
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2023,9
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2023,14
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2023,19
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2024,20
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2024,17
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2024,15
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2024,11
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2024,18
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2024,20
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2024,22
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2024,22
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2024,23
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2024,19
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2024,19
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2024,18
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2025,27
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2025,22
Y61,RGN,North West Anglia NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2025,17
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/04/2020,24
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/05/2020,8
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/06/2020,6
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/07/2020,9
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/08/2020,13
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/09/2020,13
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/10/2020,15
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/11/2020,22
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/12/2020,25
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/01/2021,32
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/02/2021,24
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/03/2021,24
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/04/2021,28
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/05/2021,36
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/06/2021,41
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/07/2021,39
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/08/2021,47
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/09/2021,49
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/10/2021,49
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/11/2021,49
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/12/2021,52
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/01/2022,59
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/02/2022,58
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/03/2022,42
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/04/2022,45
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/05/2022,54
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/06/2022,63
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/07/2022,67
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/08/2022,61
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/09/2022,71
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/10/2022,81
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/11/2022,60
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/12/2022,56
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/01/2023,61
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/02/2023,99
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/03/2023,68
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/04/2023,46
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/05/2023,25
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/06/2023,21
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/07/2023,18
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/08/2023,16
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/09/2023,11
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/10/2023,10
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/11/2023,11
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/12/2023,12
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/01/2024,11
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/02/2024,13
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/03/2024,16
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/04/2024,21
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/05/2024,22
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/06/2024,25
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/07/2024,25
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/08/2024,30
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/09/2024,32
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/10/2024,32
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/11/2024,33
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/12/2024,31
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/01/2025,26
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/02/2025,22
Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,01/03/2025,41
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2021,41
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2021,28
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2021,27
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2021,27
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2021,37
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2021,41
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2021,32
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2021,34
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2021,31
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2022,41
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2022,46
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2022,39
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2022,27
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2022,31
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2022,28
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2022,9
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2022,19
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2023,26
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2023,23
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2023,27
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2023,27
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2023,22
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2023,20
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2023,26
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2023,24
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2023,23
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2023,26
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2023,26
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2023,26
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2024,30
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2024,25
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2024,28
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2024,31
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2024,27
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2024,30
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2024,31
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2024,31
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2024,27
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2024,28
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2024,29
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2024,32
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2025,38
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2025,34
Y62,RM3,Northern Care Alliance NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2025,37
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/04/2020,10
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/05/2020,25
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/06/2020,17
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/07/2020,16
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/08/2020,22
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/09/2020,18
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/10/2020,17
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/11/2020,11
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/12/2020,9
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/01/2021,9
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/02/2021,13
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/03/2021,15
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/04/2021,17
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/05/2021,21
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/06/2021,15
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/07/2021,60
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/08/2021,41
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/09/2021,555
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/10/2021,22
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/11/2021,29
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/12/2021,20
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/01/2022,29
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/02/2022,21
Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,01/03/2022,21
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2020,18
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2020,9
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2020,10
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2020,14
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2020,22
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2020,28
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2020,38
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2020,37
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2020,28
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2021,29
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2021,25
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2021,21
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2021,18
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2021,20
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2021,19
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2021,18
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2021,18
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2021,12
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2021,10
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2021,11
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2021,11
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2022,13
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2022,17
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2022,20
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2022,29
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2022,32
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2022,27
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2022,21
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2022,32
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2022,22
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2022,30
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2022,21.5
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2022,23
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2023,49
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2023,35
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2023,45
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2023,51
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2023,48.5
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2023,36
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2023,45
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2023,72
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2023,64
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2023,42
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2023,29
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2023,20
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2024,15
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2024,14
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2024,13
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2024,12
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2024,14
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2024,17
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2024,15
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2024,14
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2024,17
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2024,20
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2024,13
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2024,19
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2025,19
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2025,14
Y63,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2025,17
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2020,5
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2020,29
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2020,12
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2020,13
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2020,17
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2020,17
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2020,21
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2020,26
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2020,25
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2021,31
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2021,22
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2021,22
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2021,24
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2021,20
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2021,24
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2021,30
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2021,28
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2021,27
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2021,24
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2021,24
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/12/2021,27
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/01/2022,37
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/02/2022,25
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/03/2022,25
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/04/2022,26
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/05/2022,23
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/06/2022,23
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/07/2022,21
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/08/2022,23.5
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/09/2022,20
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/10/2022,19
Y63,RTF,Northumbria Healthcare NHS Foundation Trust,Magnetic Resonance Imaging,01/11/2022,24
