Regional Team Code,Regional Team Name,Provider Code,Provider Name,Type of Hospital,Month,Year, Total Waiting List , Number waiting 6+ Weeks , Number waiting 13+ Weeks , Percentage waiting 6+ weeks 
Y56,London Commissioning Region,RAN,Royal National Orthopaedic Hospital NHS Trust,NHS,January,2023,"1,341",223,36,16.60%
Y56,London Commissioning Region,NT436,Shirley Oaks Hospital,Private,January,2023,23,1,0,4.30%
Y56,London Commissioning Region,NT437,Sloane Hospital,Private,January,2023,7,0,0,0.00%
Y56,London Commissioning Region,RV5,South London and Maudsley NHS Foundation Trust,NHS,January,2023,0,0,0,0.00%
Y56,London Commissioning Region,NT314,Spire London East,Private,January,2023,123,5,4,4.10%
Y56,London Commissioning Region,NT3X3,Spire St Anthony's Hospital,Private,January,2023,20,4,2,20.00%
Y56,London Commissioning Region,RJ7,St George's University Hospitals NHS Foundation Trust,NHS,January,2023,"1,996",8,1,0.40%
Y56,London Commissioning Region,RAS,The Hillingdon Hospitals NHS Foundation Trust,NHS,January,2023,"2,076","1,012",364,48.70%
Y56,London Commissioning Region,RPY,The Royal Marsden NHS Foundation Trust,NHS,January,2023,255,1,0,0.40%
Y56,London Commissioning Region,RRV,University College London Hospitals NHS Foundation Trust,NHS,January,2023,"3,715",617,40,16.60%
Y56,London Commissioning Region,RKE,Whittington Health NHS Trust,NHS,January,2023,"1,242",153,0,12.30%
Y58,South West Commissioning Region,NT402,Bath Clinic,Private,January,2023,3,0,0,0.00%
Y58,South West Commissioning Region,RBD,Dorset County Hospital NHS Foundation Trust,NHS,January,2023,428,8,0,1.90%
Y58,South West Commissioning Region,RTE,Gloucestershire Hospitals NHS Foundation Trust,NHS,January,2023,"1,007",1,0,0.10%
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,NHS,January,2023,"1,437",668,296,46.50%
Y58,South West Commissioning Region,NT419,Harbour Hospital,Private,January,2023,0,0,0,0.00%
Y58,South West Commissioning Region,NVC09,New Hall Hospital,Private,January,2023,10,0,0,0.00%
Y58,South West Commissioning Region,RVJ,North Bristol NHS Trust,NHS,January,2023,"1,936",13,1,0.70%
Y58,South West Commissioning Region,NT202,"Nuffield Health, Bournemouth Hospital",Private,January,2023,1,0,0,0.00%
Y58,South West Commissioning Region,NT206,"Nuffield Health, Bristol Hospital (Chesterfield)",Private,January,2023,18,2,0,11.10%
Y58,South West Commissioning Region,NT238,"Nuffield Health, Taunton Hospital",Private,January,2023,2,0,0,0.00%
Y58,South West Commissioning Region,NTPH2,Practice Plus Group Hospital - Emersons Green,Private,January,2023,80,67,12,83.80%
Y58,South West Commissioning Region,NTPH5,Practice Plus Group Hospital - Plymouth,Private,January,2023,23,2,0,8.70%
Y58,South West Commissioning Region,NTPH1,Practice Plus Group Hospital - Shepton Mallet,Private,January,2023,160,105,30,65.60%
Y58,South West Commissioning Region,NT430,Ridgeway Hospital,Private,January,2023,18,0,0,0.00%
Y58,South West Commissioning Region,REF,Royal Cornwall Hospitals NHS Trust,NHS,January,2023,"4,655","2,527","1,224",54.30%
Y58,South West Commissioning Region,RH8,Royal Devon University Healthcare NHS Foundation Trust,NHS,January,2023,"1,895",443,148,23.40%
Y58,South West Commissioning Region,RD1,Royal United Hospitals Bath NHS Foundation Trust,NHS,January,2023,"1,589",441,29,27.80%
Y58,South West Commissioning Region,RNZ,Salisbury NHS Foundation Trust,NHS,January,2023,"1,227",567,144,46.20%
Y58,South West Commissioning Region,RH5,Somerset NHS Foundation Trust,NHS,January,2023,983,162,30,16.50%
Y58,South West Commissioning Region,X8B4F,Somerset West Cdc,Private,January,2023,0,0,0,0.00%
Y58,South West Commissioning Region,NT302,Spire Bristol Hospital,Private,January,2023,58,23,22,39.70%
Y58,South West Commissioning Region,G3Z1Q,Sulis Hospital Bath (Foxcote Avenue),Private,January,2023,98,2,0,2.00%
Y58,South West Commissioning Region,RA9,Torbay and South Devon NHS Foundation Trust,NHS,January,2023,873,510,330,58.40%
Y58,South West Commissioning Region,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,NHS,January,2023,"3,160",786,281,24.90%
Y58,South West Commissioning Region,R0D,University Hospitals Dorset NHS Foundation Trust,NHS,January,2023,"1,580",19,1,1.20%
Y58,South West Commissioning Region,RK9,University Hospitals Plymouth NHS Trust,NHS,January,2023,"2,384",562,64,23.60%
Y58,South West Commissioning Region,NVC22,Winfield Hospital,Private,January,2023,14,0,0,0.00%
Y58,South West Commissioning Region,NT443,Winterbourne Hospital,Private,January,2023,1,0,0,0.00%
Y58,South West Commissioning Region,RA4,Yeovil District Hospital NHS Foundation Trust,NHS,January,2023,201,35,9,17.40%
Y59,South East Commissioning Region,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,NHS,January,2023,"1,824",93,1,5.10%
Y59,South East Commissioning Region,NVC01,Ashtead Hospital,Private,January,2023,3,0,0,0.00%
Y59,South East Commissioning Region,NWF01,Benenden Hospital,Private,January,2023,0,0,0,0.00%
Y59,South East Commissioning Region,RXQ,Buckinghamshire Healthcare NHS Trust,NHS,January,2023,"3,219","2,055","1,118",63.80%
Y59,South East Commissioning Region,NT408,Chaucer Hospital,Private,January,2023,6,0,0,0.00%
Y59,South East Commissioning Region,NT410,Chiltern Hospital,Private,January,2023,5,0,0,0.00%
Y59,South East Commissioning Region,NV323,Circle Reading Hospital,Private,January,2023,3,0,0,0.00%
Y59,South East Commissioning Region,RN7,Dartford and Gravesham NHS Trust,NHS,January,2023,"1,658",7,0,0.40%
Y59,South East Commissioning Region,RVV,East Kent Hospitals University NHS Foundation Trust,NHS,January,2023,"6,674","1,144",113,17.10%
Y59,South East Commissioning Region,RXC,East Sussex Healthcare NHS Trust,NHS,January,2023,"1,627",133,86,8.20%
Y59,South East Commissioning Region,RDU,Frimley Health NHS Foundation Trust,NHS,January,2023,"2,020",514,220,25.40%
Y59,South East Commissioning Region,NT417,Goring Hall Hospital,Private,January,2023,4,0,0,0.00%
Y59,South East Commissioning Region,NT418,Hampshire Clinic,Private,January,2023,7,0,0,0.00%
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,NHS,January,2023,"2,094",533,51,25.50%
Y59,South East Commissioning Region,NWX,Here,Private,January,2023,567,36,11,6.30%
Y59,South East Commissioning Region,NV1,Inhealth Limited,Private,January,2023,"5,199",72,48,1.40%
Y59,South East Commissioning Region,R1F,Isle of Wight NHS Trust,NHS,January,2023,692,210,0,30.30%
Y59,South East Commissioning Region,ADP02,Kims Hospital (Newnham Court),Private,January,2023,12,1,0,8.30%
Y59,South East Commissioning Region,RWF,Maidstone and Tunbridge Wells NHS Trust,NHS,January,2023,"1,432",46,0,3.20%
Y59,South East Commissioning Region,DC8,Medical Imaging Partnership Ltd,Private,January,2023,484,10,4,2.10%
Y59,South East Commissioning Region,RPA,Medway NHS Foundation Trust,NHS,January,2023,"1,228",60,8,4.90%
Y59,South East Commissioning Region,NTPAA,Mid & South Buckinghamshire Diagnostic NHS Centre,NHS,January,2023,722,0,0,0.00%
Y59,South East Commissioning Region,NT455,Mount Alvernia Hospital,Private,January,2023,1,0,0,0.00%
Y59,South East Commissioning Region,NT205,"Nuffield Health, Brighton Hospital",Private,January,2023,1,0,0,0.00%
Y59,South East Commissioning Region,NT212,"Nuffield Health, Chichester Hospital",Private,January,2023,3,0,0,0.00%
Y59,South East Commissioning Region,NT218,"Nuffield Health, Haywards Heath Hospital",Private,January,2023,1,0,0,0.00%
Y59,South East Commissioning Region,RTH,Oxford University Hospitals NHS Foundation Trust,NHS,January,2023,"3,575",177,38,5.00%
Y59,South East Commissioning Region,RHU,Portsmouth Hospitals University National Health Service Trust,NHS,January,2023,"2,500","1,541",960,61.60%
Y59,South East Commissioning Region,NTP11,Practice Plus Group Hospital - Southampton,Private,January,2023,0,0,0,0.00%
Y59,South East Commissioning Region,NTP16,Practice Plus Group Surgical Centre - Gillingham,Private,January,2023,14,3,1,21.40%
Y59,South East Commissioning Region,NTPAD,Practice Plus Group Surgical Centre - St Marys Portsmouth,Private,January,2023,0,0,0,0.00%
Y59,South East Commissioning Region,NT428,Princess Margaret Hospital,Private,January,2023,0,0,0,0.00%
Y59,South East Commissioning Region,RPC,Queen Victoria Hospital NHS Foundation Trust,NHS,January,2023,182,1,0,0.50%
Y59,South East Commissioning Region,RHW,Royal Berkshire NHS Foundation Trust,NHS,January,2023,"3,090","1,008",33,32.60%
Y59,South East Commissioning Region,RA2,Royal Surrey County Hospital NHS Foundation Trust,NHS,January,2023,883,90,5,10.20%
Y59,South East Commissioning Region,NT433,Sarum Road Hospital,Private,January,2023,2,0,0,0.00%
Y59,South East Commissioning Region,R1C,Solent NHS Trust,NHS,January,2023,250,2,0,0.80%
Y59,South East Commissioning Region,RW1,Southern Health NHS Foundation Trust,NHS,January,2023,526,13,2,2.50%
Y59,South East Commissioning Region,NT312,Spire Alexandra Hospital,Private,January,2023,191,31,1,16.20%
Y59,South East Commissioning Region,NT345,Spire Clare Park Hospital,Private,January,2023,3,0,0,0.00%
Y59,South East Commissioning Region,NT344,Spire Dunedin Hospital,Private,January,2023,2,0,0,0.00%
Y59,South East Commissioning Region,NT308,Spire Gatwick Park Hospital,Private,January,2023,206,40,36,19.40%
Y59,South East Commissioning Region,NT364,Spire Montefiore Hospital,Private,January,2023,0,0,0,0.00%
Y59,South East Commissioning Region,NT305,Spire Portsmouth Hospital,Private,January,2023,6,0,0,0.00%
Y59,South East Commissioning Region,NT304,Spire Southampton Hospital,Private,January,2023,13,2,0,15.40%
Y59,South East Commissioning Region,NT343,Spire Thames Valley Hospital,Private,January,2023,6,0,0,0.00%
Y59,South East Commissioning Region,NT310,Spire Tunbridge Wells Hospital,Private,January,2023,2,1,1,50.00%
Y59,South East Commissioning Region,RTP,Surrey and Sussex Healthcare NHS Trust,NHS,January,2023,"1,554",350,77,22.50%
Y59,South East Commissioning Region,AJX,Sussex MSK Partnership 2,Private,January,2023,209,19,3,9.10%
Y59,South East Commissioning Region,NVC02,The Berkshire Independent Hospital,Private,January,2023,0,0,0,0.00%
Y59,South East Commissioning Region,NVC25,The Cherwell Hospital,Private,January,2023,10,0,0,0.00%
Y59,South East Commissioning Region,NXM01,The Horder Centre - St Johns Road,Private,January,2023,2,0,0,0.00%
Y59,South East Commissioning Region,RHM,University Hospital Southampton NHS Foundation Trust,NHS,January,2023,"1,879",477,55,25.40%
Y59,South East Commissioning Region,RYR,University Hospitals Sussex NHS Foundation Trust,NHS,January,2023,"2,291",426,254,18.60%
Y60,Midlands Commissioning Region,NVC0I,Beacon Park Hospital,Private,January,2023,7,0,0,0.00%
Y60,Midlands Commissioning Region,RQ3,Birmingham Women's and Children's NHS Foundation Trust,NHS,January,2023,552,343,186,62.10%
Y60,Midlands Commissioning Region,RFS,Chesterfield Royal Hospital NHS Foundation Trust,NHS,January,2023,842,11,3,1.30%
Y60,Midlands Commissioning Region,NT412,Droitwich Spa Hospital,Private,January,2023,17,0,0,0.00%
Y60,Midlands Commissioning Region,RLT,George Eliot Hospital NHS Trust,NHS,January,2023,662,1,0,0.20%
Y60,Midlands Commissioning Region,RNQ,Kettering General Hospital NHS Foundation Trust,NHS,January,2023,"6,282","4,758","3,068",75.70%
Y60,Midlands Commissioning Region,NT450,Lincoln Hospital,Private,January,2023,5,0,0,0.00%
Y60,Midlands Commissioning Region,NT424,Meriden Hospital,Private,January,2023,45,0,0,0.00%
Y60,Midlands Commissioning Region,RNS,Northampton General Hospital NHS Trust,NHS,January,2023,"4,521","2,847","1,114",63.00%
Y60,Midlands Commissioning Region,RX1,Nottingham University Hospitals NHS Trust,NHS,January,2023,"6,074","4,452","3,045",73.30%
Y60,Midlands Commissioning Region,NT213,"Nuffield Health, Derby Hospital",Private,January,2023,32,4,1,12.50%
Y60,Midlands Commissioning Region,NT219,"Nuffield Health, Hereford Hospital",Private,January,2023,2,2,2,100.00%
Y60,Midlands Commissioning Region,NT230,"Nuffield Health, North Staffordshire Hospital",Private,January,2023,11,0,0,0.00%
Y60,Midlands Commissioning Region,NT242,"Nuffield Health, Wolverhampton Hospital",Private,January,2023,1,0,0,0.00%
Y60,Midlands Commissioning Region,NT427,Park Hospital,Private,January,2023,5,0,0,0.00%
Y60,Midlands Commissioning Region,NTP13,Practice Plus Group Hospital - Barlborough,Private,January,2023,45,13,5,28.90%
Y60,Midlands Commissioning Region,NT429,Priory Hospital,Private,January,2023,37,0,0,0.00%
Y60,Midlands Commissioning Region,RXK,Sandwell and West Birmingham Hospitals NHS Trust,NHS,January,2023,"3,610",556,185,15.40%
Y60,Midlands Commissioning Region,RK5,Sherwood Forest Hospitals NHS Foundation Trust,NHS,January,2023,"1,507",110,28,7.30%
Y60,Midlands Commissioning Region,RJC,South Warwickshire University NHS Foundation Trust,NHS,January,2023,"1,094",7,0,0.60%
Y60,Midlands Commissioning Region,NT322,Spire Leicester Hospital,Private,January,2023,15,0,0,0.00%
Y60,Midlands Commissioning Region,NT321,Spire Little Aston Hospital,Private,January,2023,70,4,3,5.70%
Y60,Midlands Commissioning Region,NT30A,Spire Nottingham Hospital,Private,January,2023,36,0,0,0.00%
Y60,Midlands Commissioning Region,NT320,Spire Parkway Hospital,Private,January,2023,163,7,2,4.30%
Y60,Midlands Commissioning Region,NT301,Spire South Bank Hospital,Private,January,2023,35,1,0,2.90%
Y60,Midlands Commissioning Region,RNA,The Dudley Group NHS Foundation Trust,NHS,January,2023,"1,925",152,7,7.90%
Y60,Midlands Commissioning Region,RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,NHS,January,2023,858,180,39,21.00%
Y60,Midlands Commissioning Region,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,NHS,January,2023,808,9,3,1.10%
Y60,Midlands Commissioning Region,RL4,The Royal Wolverhampton NHS Trust,NHS,January,2023,"1,444",0,0,0.00%
Y60,Midlands Commissioning Region,RXW,The Shrewsbury and Telford Hospital NHS Trust,NHS,January,2023,"1,875",405,32,21.60%
Y60,Midlands Commissioning Region,NT441,Three Shires Hospital,Private,January,2023,14,0,0,0.00%
Y60,Midlands Commissioning Region,RWD,United Lincolnshire Hospitals NHS Trust,NHS,January,2023,"3,988","1,519",38,38.10%
Y60,Midlands Commissioning Region,RRK,University Hospitals Birmingham NHS Foundation Trust,NHS,January,2023,"6,857","2,665",818,38.90%
Y60,Midlands Commissioning Region,RKB,University Hospitals Coventry and Warwickshire NHS Trust,NHS,January,2023,"5,287",74,3,1.40%
Y60,Midlands Commissioning Region,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,NHS,January,2023,"3,502","1,440",678,41.10%
Y60,Midlands Commissioning Region,RWE,University Hospitals of Leicester NHS Trust,NHS,January,2023,"5,752","1,629",535,28.30%
Y60,Midlands Commissioning Region,RJE,University Hospitals of North Midlands NHS Trust,NHS,January,2023,"3,955",828,6,20.90%
Y60,Midlands Commissioning Region,RBK,Walsall Healthcare NHS Trust,NHS,January,2023,"1,645",27,3,1.60%
Y60,Midlands Commissioning Region,NVC21,West Midlands Hospital,Private,January,2023,0,0,0,0.00%
Y60,Midlands Commissioning Region,NVC23,Woodland Hospital,Private,January,2023,46,0,0,0.00%
Y60,Midlands Commissioning Region,NVC40,Woodthorpe Hospital,Private,January,2023,1,0,0,0.00%
Y60,Midlands Commissioning Region,RWP,Worcestershire Acute Hospitals NHS Trust,NHS,January,2023,"1,019",159,111,15.60%
Y60,Midlands Commissioning Region,RLQ,Wye Valley NHS Trust,NHS,January,2023,867,115,35,13.30%
Y61,East of England Commissioning Region,NT933,Alliance Medical MRI Service - Essex,Private,January,2023,0,0,0,0.00%
Y61,East of England Commissioning Region,RC9,Bedfordshire Hospitals NHS Foundation Trust,NHS,January,2023,"4,019","1,435",474,35.70%
Y61,East of England Commissioning Region,RGT,Cambridge University Hospitals NHS Foundation Trust,NHS,January,2023,"2,610","1,243",609,47.60%
Y61,East of England Commissioning Region,RWH,East and North Hertfordshire NHS Trust,NHS,January,2023,"2,648","1,512",852,57.10%
Y61,East of England Commissioning Region,RDE,East Suffolk and North Essex NHS Foundation Trust,NHS,January,2023,"1,340",21,1,1.60%
Y61,East of England Commissioning Region,NVC06,Fitzwilliam Hospital,Private,January,2023,0,0,0,0.00%
Y61,East of England Commissioning Region,NYR,Healthshare Diagnostics,Private,January,2023,625,2,0,0.30%
Y61,East of England Commissioning Region,RGP,James Paget University Hospitals NHS Foundation Trust,NHS,January,2023,698,34,13,4.90%
Y61,East of England Commissioning Region,RAJ,Mid and South Essex NHS Foundation Trust,NHS,January,2023,"6,211","1,791",245,28.80%
Y61,East of England Commissioning Region,RD8,Milton Keynes University Hospital NHS Foundation Trust,NHS,January,2023,"2,243",700,6,31.20%
Y61,East of England Commissioning Region,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,NHS,January,2023,"3,964","1,533",80,38.70%
Y61,East of England Commissioning Region,RGN,North West Anglia NHS Foundation Trust,NHS,January,2023,"1,977",514,52,26.00%
Y61,East of England Commissioning Region,NT204,"Nuffield Health, Brentwood Hospital",Private,January,2023,25,0,0,0.00%
Y61,East of England Commissioning Region,NT209,"Nuffield Health, Cambridge Hospital",Private,January,2023,4,0,0,0.00%
Y61,East of England Commissioning Region,NVC13,Oaks Hospital,Private,January,2023,0,0,0,0.00%
Y61,East of England Commissioning Region,NVC19,Rivers Hospital,Private,January,2023,0,0,0,0.00%
Y61,East of England Commissioning Region,RGM,Royal Papworth Hospital NHS Foundation Trust,NHS,January,2023,152,11,1,7.20%
Y61,East of England Commissioning Region,NT434,Saxon Clinic,Private,January,2023,0,0,0,0.00%
Y61,East of England Commissioning Region,NT315,Spire Bushey Hospital,Private,January,2023,119,10,0,8.40%
Y61,East of England Commissioning Region,NT317,Spire Cambridge Lea Hospital,Private,January,2023,21,5,2,23.80%
Y61,East of England Commissioning Region,NT316,Spire Harpenden Hospital,Private,January,2023,94,7,0,7.40%
Y61,East of England Commissioning Region,NT319,Spire Hartswood Hospital,Private,January,2023,30,1,0,3.30%
Y61,East of England Commissioning Region,NT313,Spire Wellesley Hospital,Private,January,2023,143,6,1,4.20%
Y61,East of England Commissioning Region,NVC18,Springfield Hospital,Private,January,2023,3,1,0,33.30%
Y61,East of England Commissioning Region,RQW,The Princess Alexandra Hospital NHS Trust,NHS,January,2023,"1,458",241,0,16.50%
Y61,East of England Commissioning Region,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",NHS,January,2023,"2,007","1,339",848,66.70%
Y61,East of England Commissioning Region,RWG,West Hertfordshire Teaching Hospitals NHS Trust,NHS,January,2023,"1,836",30,2,1.60%
Y61,East of England Commissioning Region,RGR,West Suffolk NHS Foundation Trust,NHS,January,2023,"1,565",828,108,52.90%
Y62,North West Commissioning Region,RBS,Alder Hey Children's NHS Foundation Trust,NHS,January,2023,142,0,0,0.00%
Y62,North West Commissioning Region,NT401,Alexandra Hospital,Private,January,2023,14,0,0,0.00%
Y62,North West Commissioning Region,NRP,Beacon Medical Services Group Limited,Private,January,2023,263,0,0,0.00%
Y62,North West Commissioning Region,NT403,Beardwood Hospital,Private,January,2023,69,0,0,0.00%
Y62,North West Commissioning Region,NT404,Beaumont Hospital,Private,January,2023,28,0,0,0.00%
Y62,North West Commissioning Region,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,NHS,January,2023,"1,166",13,3,1.10%
Y62,North West Commissioning Region,RMC,Bolton NHS Foundation Trust,NHS,January,2023,154,4,0,2.60%
Y62,North West Commissioning Region,A4M8P,Buckshaw Hospital,Private,January,2023,71,25,1,35.20%
Y62,North West Commissioning Region,RJR,Countess of Chester Hospital NHS Foundation Trust,NHS,January,2023,406,22,2,5.40%
Y62,North West Commissioning Region,NEM,Diagnostic Healthcare Ltd,Private,January,2023,"1,313",0,0,0.00%
Y62,North West Commissioning Region,RJN,East Cheshire NHS Trust,NHS,January,2023,741,152,1,20.50%
Y62,North West Commissioning Region,RXR,East Lancashire Hospitals NHS Trust,NHS,January,2023,"1,992",9,0,0.50%
Y62,North West Commissioning Region,NVC05,Euxton Hall Hospital,Private,January,2023,36,4,0,11.10%
Y62,North West Commissioning Region,NVG01,Fairfield Hospital,Private,January,2023,18,0,0,0.00%
Y62,North West Commissioning Region,NVC07,Fulwood Hall Hospital,Private,January,2023,0,0,0,0.00%
Y62,North West Commissioning Region,NT420,Highfield Hospital,Private,January,2023,12,0,0,0.00%
Y62,North West Commissioning Region,RW5,Lancashire & South Cumbria NHS Foundation Trust,NHS,January,2023,41,2,1,4.90%
Y62,North West Commissioning Region,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,NHS,January,2023,"2,199",695,17,31.60%
Y62,North West Commissioning Region,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,NHS,January,2023,280,4,0,1.40%
Y62,North West Commissioning Region,REM,Liverpool University Hospitals NHS Foundation Trust,NHS,January,2023,887,35,1,3.90%
Y62,North West Commissioning Region,NN5,Manchester Surgical Services Ltd,Private,January,2023,48,0,0,0.00%
Y62,North West Commissioning Region,R0A,Manchester University NHS Foundation Trust,NHS,January,2023,"8,284","4,569","2,003",55.20%
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,NHS,January,2023,"1,397",32,0,2.30%
Y62,North West Commissioning Region,NV10Y,North West Cats - Inhealth Pathway Management Centre,Private,January,2023,61,46,43,75.40%
Y62,North West Commissioning Region,RM3,Northern Care Alliance NHS Foundation Trust,NHS,January,2023,"4,250",121,8,2.80%
Y62,North West Commissioning Region,NT210,"Nuffield Health, The Grosvenor Hospital, Chester",Private,January,2023,23,1,0,4.30%
Y62,North West Commissioning Region,NVC12,Oaklands Hospital,Private,January,2023,13,3,1,23.10%
Y62,North West Commissioning Region,NVC16,Renacres Hospital,Private,January,2023,15,1,0,6.70%
Y62,North West Commissioning Region,RVY,Southport and Ormskirk Hospital NHS Trust,NHS,January,2023,903,365,33,40.40%
Y62,North West Commissioning Region,NT324,Spire Cheshire Hospital,Private,January,2023,59,1,0,1.70%
Y62,North West Commissioning Region,NT347,Spire Fylde Coast Hospital,Private,January,2023,207,0,0,0.00%
Y62,North West Commissioning Region,NT337,Spire Liverpool Hospital,Private,January,2023,156,2,0,1.30%
Y62,North West Commissioning Region,NT327,Spire Manchester Hospital,Private,January,2023,49,13,0,26.50%
Y62,North West Commissioning Region,NT325,Spire Murrayfield Hospital,Private,January,2023,17,0,0,0.00%
Y62,North West Commissioning Region,NT339,Spire Regency Hospital,Private,January,2023,84,8,1,9.50%
Y62,North West Commissioning Region,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,NHS,January,2023,601,3,0,0.50%
Y62,North West Commissioning Region,RWJ,Stockport NHS Foundation Trust,NHS,January,2023,829,8,0,1.00%
Y62,North West Commissioning Region,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,NHS,January,2023,863,70,4,8.10%
Y62,North West Commissioning Region,RBV,The Christie NHS Foundation Trust,NHS,January,2023,324,2,0,0.60%
Y62,North West Commissioning Region,REN,The Clatterbridge Cancer Centre NHS Foundation Trust,NHS,January,2023,2,0,0,0.00%
Y62,North West Commissioning Region,RET,The Walton Centre NHS Foundation Trust,NHS,January,2023,917,8,1,0.90%
Y62,North West Commissioning Region,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,NHS,January,2023,984,16,1,1.60%
Y62,North West Commissioning Region,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,NHS,January,2023,"1,636",23,0,1.40%
Y62,North West Commissioning Region,RBL,Wirral University Teaching Hospital NHS Foundation Trust,NHS,January,2023,424,7,1,1.70%
Y62,North West Commissioning Region,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",NHS,January,2023,"1,406",95,0,6.80%
Y63,North East and Yorkshire Commissioning Region,RCF,Airedale NHS Foundation Trust,NHS,January,2023,614,32,0,5.20%
Y63,North East and Yorkshire Commissioning Region,RFF,Barnsley Hospital NHS Foundation Trust,NHS,January,2023,481,49,0,10.20%
Y63,North East and Yorkshire Commissioning Region,RAE,Bradford Teaching Hospitals NHS Foundation Trust,NHS,January,2023,"1,715",481,8,28.00%
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS,January,2023,"1,424",14,1,1.00%
Y63,North East and Yorkshire Commissioning Region,NVC28,Clifton Park Hospital,Private,January,2023,0,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,NMG,Connect Health Limited,Private,January,2023,135,42,0,31.10%
Y63,North East and Yorkshire Commissioning Region,RXP,County Durham and Darlington NHS Foundation Trust,NHS,January,2023,"1,735",1,0,0.10%
Y63,North East and Yorkshire Commissioning Region,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,NHS,January,2023,"2,910","1,192",316,41.00%
Y63,North East and Yorkshire Commissioning Region,NT447,Duchy Hospital,Private,January,2023,0,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,RR7,Gateshead Health NHS Foundation Trust,NHS,January,2023,378,9,3,2.40%
Y63,North East and Yorkshire Commissioning Region,RCD,Harrogate and District NHS Foundation Trust,NHS,January,2023,605,173,50,28.60%
Y63,North East and Yorkshire Commissioning Region,NT448,Huddersfield Hospital,Private,January,2023,9,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,RWA,Hull University Teaching Hospitals NHS Trust,NHS,January,2023,"1,963",89,19,4.50%
Y63,North East and Yorkshire Commissioning Region,RR8,Leeds Teaching Hospitals NHS Trust,NHS,January,2023,"2,778",268,47,9.60%
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,NHS,January,2023,"1,323",60,1,4.50%
Y63,North East and Yorkshire Commissioning Region,RNN,North Cumbria Integrated Care NHS Foundation Trust,NHS,January,2023,"1,244",46,0,3.70%
Y63,North East and Yorkshire Commissioning Region,RVW,North Tees and Hartlepool NHS Foundation Trust,NHS,January,2023,"1,261",283,84,22.40%
Y63,North East and Yorkshire Commissioning Region,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,NHS,January,2023,"9,769","5,679","1,585",58.10%
Y63,North East and Yorkshire Commissioning Region,RTF,Northumbria Healthcare NHS Foundation Trust,NHS,January,2023,"2,121",15,0,0.70%
Y63,North East and Yorkshire Commissioning Region,NT225,"Nuffield Health, Leeds Hospital",Private,January,2023,12,1,0,8.30%
Y63,North East and Yorkshire Commissioning Region,NT229,"Nuffield Health, Newcastle Upon Tyne Hospital",Private,January,2023,22,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,NT237,"Nuffield Health, Tees Hospital",Private,January,2023,13,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,NT245,"Nuffield Health, York Hospital",Private,January,2023,16,2,0,12.50%
Y63,North East and Yorkshire Commissioning Region,NEQ,Phoenix Health Solutions Limited HQ,Private,January,2023,0,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,NEY,Pioneer Healthcare Limited,Private,January,2023,20,15,0,75.00%
Y63,North East and Yorkshire Commissioning Region,RCU,Sheffield Children's NHS Foundation Trust,NHS,January,2023,246,51,4,20.70%
Y63,North East and Yorkshire Commissioning Region,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,NHS,January,2023,"2,674",178,12,6.70%
Y63,North East and Yorkshire Commissioning Region,RTR,South Tees Hospitals NHS Foundation Trust,NHS,January,2023,"3,954","1,228",77,31.10%
Y63,North East and Yorkshire Commissioning Region,R0B,South Tyneside and Sunderland NHS Foundation Trust,NHS,January,2023,"1,160",270,12,23.30%
Y63,North East and Yorkshire Commissioning Region,NT348,Spire Elland Hospital,Private,January,2023,42,4,0,9.50%
Y63,North East and Yorkshire Commissioning Region,NT351,Spire Hull and East Riding Hospital,Private,January,2023,119,14,12,11.80%
